timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-03-21 00:10:00,226513786173071715,-1468251126843683073464,87870.0,87870.0,87870.0,87870.0,226513786173071715,0,91631251592104333050770
2025-03-21 00:11:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:12:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:13:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:14:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:15:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:16:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:17:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:18:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:19:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:20:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:21:00,0,0,87870.0,87870.0,87870.0,87870.0,0,0,91631251592104333050770
2025-03-21 00:22:00,3051099934883321856,-19720565624275919611719,87817.0,87817.0,87817.0,87817.0,3051099934883321856,0,91631251592104333050770
2025-03-21 00:23:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:24:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:25:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:26:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:27:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:28:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:29:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:30:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:31:00,0,0,87817.0,87817.0,87817.0,87817.0,0,0,91631251592104333050770
2025-03-21 00:32:00,-621676951807964009,4090717283044898294527,87826.0,87826.0,87826.0,87826.0,0,4090717283044898294527,109547618159925694071698
2025-03-21 00:33:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:34:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:35:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:36:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:37:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:38:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:39:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:40:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:41:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:42:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:43:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:44:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:45:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:46:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:47:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:48:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:49:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:50:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:51:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:52:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:53:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:54:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:55:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:56:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:57:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:58:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 00:59:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:00:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:01:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:02:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:03:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:04:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:05:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:06:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:07:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:08:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:09:00,-994454328648974,6546644844517185000,87826.0,87826.0,87826.0,87826.0,0,6546644844517185000,109547618159925694071698
2025-03-21 01:10:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:11:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:12:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:13:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:14:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:15:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:16:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:17:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:18:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:19:00,-269177143274425,1772035927156189848,87826.0,87826.0,87826.0,87826.0,0,1772035927156189848,109547618159925694071698
2025-03-21 01:20:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:21:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:22:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:23:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:24:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:25:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:26:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:27:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:28:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:29:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:30:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:31:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:32:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:33:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:34:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:35:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:36:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:37:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:38:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:39:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:40:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:41:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:42:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:43:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:44:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:45:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:46:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:47:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:48:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:49:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:50:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:51:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:52:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:53:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:54:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:55:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:56:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:57:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:58:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 01:59:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:00:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:01:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:02:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:03:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:04:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:05:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:06:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:07:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:08:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:09:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:10:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:11:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:12:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:13:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:14:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:15:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:16:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:17:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:18:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:19:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:20:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:21:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:22:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:23:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:24:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:25:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:26:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:27:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:28:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:29:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:30:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:31:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:32:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:33:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:34:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:35:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:36:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:37:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:38:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:39:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:40:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:41:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:42:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:43:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:44:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:45:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:46:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:47:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:48:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:49:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:50:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:51:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:52:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:53:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:54:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:55:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:56:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:57:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:58:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 02:59:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:00:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:01:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:02:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:03:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:04:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:05:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:06:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:07:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:08:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:09:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:10:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:11:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:12:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:13:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:14:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:15:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:16:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:17:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:18:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:19:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:20:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:21:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:22:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:23:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:24:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:25:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:26:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:27:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:28:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:29:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:30:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:31:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:32:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:33:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:34:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:35:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:36:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:37:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:38:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:39:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:40:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:41:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:42:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:43:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:44:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:45:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:46:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:47:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:48:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:49:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:50:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:51:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:52:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:53:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:54:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:55:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:56:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:57:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:58:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 03:59:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:00:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:01:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:02:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:03:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:04:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:05:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:06:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:07:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:08:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:09:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:10:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:11:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:12:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:13:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:14:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:15:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:16:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:17:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:18:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:19:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:20:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:21:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:22:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
2025-03-21 04:23:00,0,0,87826.0,87826.0,87826.0,87826.0,0,0,109547618159925694071698
